CustomerID,ab_group
6259-WJQLC,A
7997-EASSD,B
0730-KOAVE,A
8975-SKGRX,A
0678-RLHVP,B
2267-FPIMA,A
1051-GEJLJ,B
5285-MVEHD,A
0379-DJQHR,A
5543-QDCRY,A
0297-RBCSG,B
4694-PHWFW,B
0835-JKADZ,A
7508-SMHXL,A
3865-YIOTT,A
5993-BQHEA,B
6024-RUGGH,B
3956-CJUST,A
4079-WWQQQ,A
6103-BOCOU,A
5149-TGWDZ,B
7471-WNSUF,A
8942-DBMHZ,A
4301-VVZKA,A
9199-PWQVC,A
4824-GUCBY,A
5393-HJZSM,A
0862-PRCBS,B
8812-ZRHFP,A
5146-CBVOE,A
0454-OKRCT,A
5787-KXGIY,A
4198-VFOEA,B
6630-UJZMY,B
2692-AQCPF,B
0347-UBKUZ,B
0835-DUUIQ,A
0811-GSDTP,A
7567-ECMCM,A
6115-ZTBFQ,A
6353-BRMMA,A
6231-WFGFH,A
9904-EHEVJ,A
6169-PPETC,B
8584-KMVXD,B
8467-WYNSR,A
0851-DFJKB,A
5382-SOYZL,A
3261-CQXOL,A
8388-FYNPZ,A
4002-BQWPQ,A
5651-YLPRD,B
2826-DXLQO,B
4378-BZYFP,B
9489-UTFKA,B
4849-PYRLQ,A
7764-BDPEE,B
3429-IFLEM,B
5002-GCQFH,B
0556-FJEGU,B
0604-THJFP,A
5879-SESNB,B
6461-PPAXN,B
3318-ISQFQ,A
1106-HRLKZ,A
2483-XSSMZ,B
8165-ZJRNM,B
2604-XVDAM,B
3717-OFRTN,A
9046-JBFWA,B
3280-NMUVX,A
1206-EHBDD,B
8361-LBRDI,B
4883-KCPZJ,B
9108-EQPNQ,B
7277-KAMWT,A
2545-LXYVJ,A
3234-VKACU,A
8120-JDCAM,B
8917-FAEMR,A
7047-YXDMZ,B
2858-EIMXH,A
6419-ZTTLE,A
0929-HYQEW,B
6614-YOLAC,B
7426-RHZGU,B
4065-JJAVA,A
7649-SIJJF,A
9361-YNQWJ,A
3748-FVMZZ,A
9391-TTOYH,A
1452-XRSJV,A
3422-WJOYD,A
8242-SOQUO,A
7460-ITWWP,A
7147-AYBAA,A
7868-TMWMZ,B
6732-FZUGP,B
8329-GWVPJ,A
1352-VHKAJ,A
2632-TACXW,A
8146-QQKZH,B
1767-CJKBA,A
6445-TNRXS,A
4581-LNWUM,A
4869-EPIUS,B
1915-OAKWD,B
7296-PIXQY,A
3354-OADJP,A
3524-WQDSG,B
0810-DHDBD,B
4026-SKKHW,B
2829-HYVZP,B
3845-JHAMY,B
7013-PSXHK,A
3486-NPGST,A
6100-FJZDG,A
4829-ZLJTK,A
1730-VFMWO,A
7143-BQIBA,A
3800-LYTRK,A
9646-NMHXE,B
7030-NJVDP,B
8883-GRDWQ,B
7771-ZONAT,B
2111-DWYHN,B
4194-WHFCB,B
4121-AGSIN,B
9845-PEEKO,B
0455-XFASS,A
0301-KOBTQ,A
1751-NCDLI,B
9170-ARBTB,A
7241-AJHFS,A
4546-FOKWR,B
9036-CSKBW,B
5832-TRLPB,A
8590-YFFQO,A
8659-IOOPU,B
1338-CECEE,B
7439-DKZTW,B
4646-QZXTF,A
9742-XOKTS,B
6921-OZMFH,B
9578-FOMUK,B
4712-UYOOI,A
7722-CVFXN,B
8717-VCTXJ,A
7363-QTBIW,B
4159-NAAIX,B
0971-QIFJK,A
9397-TZSHA,A
3391-JSQEW,A
0343-QLUZP,B
2176-LVPNX,A
3312-UUMZW,A
1271-UODNO,B
8461-EFQYM,B
6900-RBKER,B
6891-JPYFF,B
1459-QNFQT,B
1047-NNCBF,A
3696-XRIEN,A
0074-HDKDG,A
8791-GFXLZ,A
9330-DHBFL,A
0098-BOWSO,B
3452-ABWRL,B
5859-HZYLF,B
3156-QLHBO,A
2208-NQBCT,A
1779-PWPMG,B
6621-NRZAK,A
0831-JNISG,A
0774-IFUVM,A
3082-WQRVY,B
9553-DLCLU,B
1641-BYBTK,A
2460-NGXBJ,A
2446-ZKVAF,A
3522-CDKHF,B
1430-SFQSA,B
0411-EZJZE,B
8807-ARQET,A
8992-CEUEN,A
4320-QMLLA,B
8777-PVYGU,B
8292-ITGYJ,A
6870-ZWMNX,B
0621-CXBKL,B
5268-DSMNQ,B
5334-JLAXU,A
6242-MBHPK,B
9359-UGBTK,A
4782-OSFXZ,B
6479-OAUSD,A
7129-ACFOG,A
4189-NAKJS,A
5562-BETPV,B
1282-IHQAC,A
9127-FHJBZ,A
1641-RQDAY,A
6994-ORCWG,B
1346-UFHAX,B
2933-XEUJM,B
5461-QKNTN,B
4835-YSJMR,B
3164-YAXFY,B
0887-WBJVH,A
4660-IRIBM,A
7670-ZBPOQ,B
8089-UZWLX,A
0080-OROZO,B
3916-NRPAP,B
6807-SIWJI,A
8221-HVAYI,B
5232-NXPAY,A
8967-SZQAS,B
4468-KAZHE,A
0455-ENTCR,B
8944-AILEF,B
5542-NKVRU,A
7126-RBHSD,B
5370-IIVVL,B
6789-HJBWG,B
9087-EYCPR,A
6791-YBNAK,A
6077-BDPXA,B
0013-MHZWF,A
8268-YDIXR,A
4291-SHSBH,B
6980-IMXXE,A
0040-HALCW,A
0784-GTUUK,B
2294-DMMUS,A
0872-JCPIB,B
3055-MJDSB,A
9091-WTUUY,A
7115-IRDHS,A
8496-DMZUK,A
2040-VZIKE,B
9068-VPWQQ,A
0178-SZBHO,A
0384-RVBPI,B
1299-AURJA,A
4525-VZCZG,B
1543-LLLFT,A
2788-CJQAQ,B
0319-QZTCO,A
2120-SMPEX,B
0096-FCPUF,B
0668-OGMHD,B
6507-ZJSUR,A
9408-HRXRK,B
5593-SUAOO,A
6766-HFKLA,B
7617-EYGLW,A
9220-ZNKJI,B
2226-ICFDO,A
0723-VSOBE,B
5529-GIBVH,A
9992-UJOEL,B
4741-WWJQZ,B
6625-UTXEW,B
6244-BESBM,B
1004-NOZNR,B
1251-STYSZ,A
2612-PHGOX,A
8480-PPONV,B
8780-IHCRN,B
4598-ZADCK,A
1257-SXUXQ,A
9681-KYGYB,B
7182-OVLBJ,B
5095-ETBRJ,B
7005-CYUIL,B
4821-WQOYN,A
4730-AWNAU,B
3452-FLHYD,B
2388-LAESQ,B
9531-NSBMR,A
6260-ONULR,B
4389-UEFCZ,A
8711-LOBKY,A
8985-OOPOS,B
8800-ZKRFW,B
2616-FLVQC,B
9968-FFVVH,A
3108-PCCGG,A
8390-FESFV,A
3022-BEXHZ,A
6248-TKCQV,A
6729-GDNGC,A
6198-ZFIOJ,B
5989-OMNJE,A
1291-CUOCY,A
9795-SHUHB,B
3230-IUALN,A
0042-RLHYP,B
4945-RVMTE,A
1866-NXPSP,A
3941-XTSKM,A
1661-CZBAU,B
5158-RIVOP,B
9788-YTFGE,B
9277-JOOMO,A
1907-YLNYW,A
8947-YRTDV,B
3161-ONRWK,B
0114-RSRRW,B
4565-NLZBV,B
6682-VCIXC,B
6475-VHUIZ,A
3910-MRQOY,B
0661-WCQNQ,A
7537-RBWEA,B
4656-CAURT,A
0121-SNYRK,A
3733-LSYCE,A
6265-FRMTQ,B
2017-CCBLH,B
7690-KPNCU,A
0536-BGFMZ,B
2293-IJWPS,B
5469-NUJUR,A
2625-TRCZQ,B
4102-HLENU,A
7266-GSSJX,B
7722-VJRQD,A
7073-QETQY,A
5624-RYAMH,B
0196-JTUQI,A
7130-YXBRO,A
9272-LSVYH,A
3084-DOWLE,B
1084-MNSMJ,A
4238-HFHSN,B
6250-CGGUN,B
5478-JJVZK,B
7596-IIWYC,B
9793-WECQC,B
4291-HPAXL,B
8999-YPYBV,B
1839-FBNFR,A
3071-MVJCD,A
1697-BCSHV,A
0562-KBDVM,A
1131-SUEKT,A
3717-OEAUQ,B
4538-WNTMJ,A
9432-RUVSL,A
8060-HIWJJ,B
7684-XSZIY,A
9089-UOWJG,A
8039-ACLPL,B
9885-AIBVB,A
1934-MKPXS,B
2592-YKDIF,B
2272-JKMSI,B
8714-CTZJW,B
3569-EDBPQ,A
3131-NWVFJ,A
7521-YXVZY,A
2373-NTKOD,A
1970-KKFWL,B
9337-SRRNI,B
0895-UADGO,A
5678-VFNEQ,A
5977-CKHON,A
2692-BUCFV,A
1830-GGFNM,A
5302-BDJNT,B
5223-UZAVK,B
4859-ZSRDZ,B
5651-WYIPH,B
9350-VLHMB,B
3498-LZGQZ,B
8785-CJSHH,B
3870-SPZSI,A
7560-QRBXH,B
7077-XJMET,A
8752-GHJFU,A
6896-SRVYQ,B
4652-ODEVH,B
6510-UPNKS,B
6718-BDGHG,A
9046-DQMTP,B
6439-LAJXL,B
9052-VKDUW,B
1666-JZPZT,B
5777-KJIRB,A
7677-SJJJK,B
2480-EJWYP,B
3253-HKOKL,A
7055-HNEOJ,A
5514-YQENT,B
3211-AAPKX,B
8445-DNBAE,A
2958-NHPPS,B
6806-YDEUL,A
1735-XMJVH,B
6890-PFRQX,B
0222-CNVPT,A
5899-OUVKV,A
8681-ICONS,A
1621-YNCJH,B
6362-QHAFM,B
3070-BDOQC,B
6234-PFPXL,B
9824-QCJPK,A
4283-IVYCI,B
1866-OBPNR,B
8205-MQUGY,B
8970-ANWXO,B
9480-BQJEI,A
6979-TNDEU,A
9777-WJJPR,B
9495-SKLKD,A
6048-UWKAL,B
5067-DGXLL,B
6281-FKEWS,B
8898-KASCD,A
9242-TKFSV,B
9290-SHCMB,B
0743-HNPFG,B
2277-BKJKN,B
5035-PGZXH,B
8695-WDYEA,A
6543-JXSOO,A
8016-ZMGMO,B
8605-ITULD,A
6416-YJTTB,A
4472-VESGY,B
3195-TQDZX,A
3128-YOVTD,A
1728-CXQBE,A
7041-TXQJH,A
5014-GSOUQ,A
5724-BIDBU,B
0481-SUMCB,B
1769-GRUIK,A
8819-WFGGJ,A
7427-AUFPY,A
2811-POVEX,A
7898-PDWQE,A
9972-EWRJS,B
9314-IJWSQ,B
5799-JRCZO,A
1921-KYSAY,A
6198-RTPMF,A
2924-KHUVI,B
1925-GMVBW,A
6184-DYUOB,A
9207-ZPANB,A
9327-QSDED,B
1656-DRSMG,B
3012-VFFMN,B
2984-AFWNC,B
0640-YJTPY,A
8096-LOIST,B
9764-REAFF,A
7107-UBYKY,B
4881-GQJTW,B
7876-DNYAP,A
7905-NJMXS,A
2882-WDTBA,A
2091-GPPIQ,B
5071-FBJFS,A
2796-UUZZO,B
2429-AYKKO,A
9798-OPFEM,A
3794-NFNCH,A
5193-QLVZB,B
7114-AEOZE,B
5522-NYKPB,A
9957-YODKZ,A
6518-KZXCB,A
2245-ADZFJ,A
7776-QGYJC,B
9313-QOLTZ,B
4672-FOTSD,A
9818-XQCUV,B
7338-ERIVA,A
8259-NFJTV,A
3223-DWFIO,B
6968-GMKPR,A
4751-ERMAN,B
1436-ZMJAN,B
3292-PBZEJ,A
0799-DDIHE,B
3070-FNFZQ,A
2812-SFXMJ,B
5014-WUQMG,B
5312-TSZVC,B
0993-OSGPT,A
7108-DGVUU,B
2782-JEEBU,B
5127-BZENZ,A
2720-FVBQP,B
9906-NHHVC,B
4522-XRWWI,A
3766-EJLFL,A
5939-SXWHM,A
8152-UOBNY,B
7351-KYHQH,A
7643-RCHXS,A
8246-SHFGA,A
0620-XEFWH,A
6485-QXWWE,A
7321-VGNKU,B
5327-CNLUQ,A
7552-KEYGT,B
5816-JMLGY,B
2927-QRRQV,B
6265-SXWBU,A
7941-RCJOW,B
6374-NTQLP,B
2387-KDZQY,A
3584-WKTTW,A
3399-BMLVW,A
1971-DTCZB,B
3374-PZLXD,B
3813-DHBBB,A
2812-REYAT,A
6518-PPLMZ,B
4939-KYYPY,B
5930-GBIWP,B
6022-KOUQO,A
2361-UPSND,B
6035-RIIOM,A
9504-DSHWM,A
5035-BVCXS,A
6267-DCFFZ,B
3533-UVMOM,B
2439-LYPMQ,A
1478-VPOAD,A
9995-HOTOH,B
2988-PLAHS,B
1371-OJCEK,B
4999-IEZLT,B
8883-ANODQ,B
2351-RRBUE,B
5980-BDHPY,B
1498-DQNRX,A
9469-WEJBT,B
2581-VKIRT,A
7426-WEIJX,B
2851-MMUTZ,B
3307-TLCUD,B
6625-FLENO,B
2967-MXRAV,A
8189-HBVRW,A
4163-KIUHY,B
3500-NSDOA,A
1171-TYKUR,A
3761-FLYZI,A
1219-NNDDO,A
8388-DMKAE,B
4403-BWPAY,A
9659-QEQSY,A
5405-ZMYXQ,A
1442-OKRJE,A
4737-AQCPU,A
2808-CHTDM,B
0793-TWELN,A
3283-WCWXT,B
1060-ENTOF,A
0999-QXNSA,A
5451-MHQOF,A
4836-WNFNO,A
9225-BZLNZ,A
0354-VXMJC,A
4422-QVIJA,B
9365-SRSZE,B
8332-OSJDW,B
4735-BJKOU,A
0274-JKUJR,A
5740-YHGTW,A
8917-SZTTJ,A
1696-MZVAU,B
7359-WWYJV,B
4906-ZHGPK,A
3795-GWTRD,B
1298-PHBTI,B
6223-DHJGV,A
6961-MJKBO,A
8158-WPEZG,A
4918-FYJNT,B
0727-BNRLG,A
4854-CIDCF,B
3280-MRDOF,B
6435-SRWBJ,B
9964-WBQDJ,B
6303-KFWSL,A
1702-CCFNJ,B
8932-CZHRQ,A
0386-CWRGM,A
5515-RUGKN,A
0404-AHASP,A
7279-NMVJC,A
2081-VEYEH,A
6407-UTSLV,A
9060-HJJRW,A
2587-YNLES,A
7398-SKNQZ,A
5935-FCCNB,A
1958-RNRKS,A
5136-RGMZO,A
8345-MVDYC,A
8226-BXGES,B
9705-IOVQQ,B
1015-OWJKI,A
2040-XBAVJ,B
8887-IPQNC,A
8646-JCOMS,B
1222-KJNZD,A
0106-GHRQR,A
3768-VHXQO,B
8952-WCVCD,A
2418-TPEUN,B
3963-RYFNS,A
8540-ZQGEA,B
1320-REHCS,A
4137-JOPHL,B
7801-CEDNV,B
2057-BOYKM,B
3658-QQJYD,A
1803-BGNBD,B
0134-XWXCE,A
6950-TWMYB,A
5848-FHRFC,A
2243-FNMMI,A
2511-MORQY,A
5356-KZCKT,A
9470-XCCEM,A
6519-CFDBX,B
3902-MIVLE,A
0409-WTMPL,B
8763-KIAFH,A
3669-WHAFY,B
3055-VTCGS,B
3144-KMTWZ,B
2007-QVGAW,A
5207-PLSTK,B
2307-FYNNL,B
5605-XNWEN,B
2155-AMQRX,B
6181-AXXYF,A
5091-HFAZW,B
2519-LBNQL,B
8623-ULFNQ,B
1568-LJSZU,B
7789-HKSBS,A
7416-CKTEP,B
2586-CWXVV,A
2348-KCJLT,B
8401-EMUWF,A
4193-IBKSW,A
5377-NDTOU,B
2474-LCNUE,B
0839-QNXME,A
3506-OVLKD,B
6650-VJONK,B
2178-PMGCJ,B
7492-TAFJD,A
2773-MADBQ,B
6016-LVTJQ,A
7860-KSUGX,A
8966-KZXXA,A
5149-QYTTU,B
2070-XYMFH,B
2085-BOJKI,B
0817-HSUSE,B
5442-PPTJY,A
1927-QEWMY,A
1663-MHLHE,A
5663-QBGIS,A
4450-MDZFX,B
6701-DHKWQ,A
7554-AKDQF,B
0794-YVSGE,A
5423-BHIXO,A
6908-VVYHM,A
2959-EEXWB,A
1839-UMACK,A
3030-YDNRM,B
7321-KKSDU,A
3402-XRIUO,B
8286-AFUYI,A
8356-WUAOJ,A
8058-DMYRU,A
9350-ZXYJC,B
8958-JPTRR,B
6959-GQEGV,B
3173-WSSUE,A
1265-HVPZB,B
4115-UMJFQ,B
7369-TRPFD,B
1098-KFQEC,B
7190-XHTWJ,A
3537-RYBHH,B
5296-BFCYD,A
9359-JANWS,B
3279-DYZQM,A
0523-VNGTF,B
9575-IWCAZ,A
7105-MXJLL,B
7064-FRRSW,B
7940-UQQUG,B
3961-SXAXY,A
7010-BRBUU,A
3566-HJGPK,A
3062-ICYZQ,B
9938-PRCVK,B
0973-KYVNF,B
5129-HHMZC,A
9637-CDTKZ,A
3946-JEWRQ,B
7873-CVMAW,A
0463-WZZKO,B
4524-QCSSM,A
5832-EXGTT,B
2039-JONDJ,B
7217-JYHOQ,A
6695-FRVEC,A
9894-QMIMJ,B
8069-YQQAJ,A
1636-NTNCO,B
3466-WAESX,A
9281-PKKZE,A
3638-VBZTA,B
7459-IMVYU,A
8563-OYMQY,B
0754-EEBDC,A
5777-ZPQNC,B
1951-IEYXM,A
3318-NMQXL,A
1022-RKXDR,A
2361-FJWNO,B
2272-UOINI,B
8232-UTFOZ,A
3750-YHRYO,A
6637-KYRCV,B
5668-MEISB,A
0129-QMPDR,A
7188-CBBBA,B
5356-CSVSQ,A
3221-CJMSG,B
3219-JQRSL,B
2801-NISEI,A
4623-ZKHLY,A
6732-VAILE,B
8201-AAXCB,B
7696-CFTAT,A
1845-CSBRZ,B
2123-VSCOT,B
2018-QKYGT,B
2792-VPPET,B
7409-JURKQ,B
3247-MHJKM,B
1964-SVLEA,A
7297-DVYGA,A
2239-CGBUZ,A
0854-UYHZD,B
7243-LCGGZ,B
8267-KFGYD,A
4890-VMUAV,A
9261-WDCAF,B
3764-MNMOI,B
7442-YGZFK,B
8229-BUJHX,B
7449-HVPIV,A
5504-WSIUR,B
8466-PZBLH,A
8735-IJJEG,B
0564-MUUQK,B
0701-RFGFI,A
0019-EFAEP,A
5619-PTMIK,B
3737-XBQDD,B
5882-CMAZQ,B
5846-QFDFI,B
4445-KWOKW,B
3511-APPBJ,B
7967-HYCDE,A
2430-RRYUW,B
3723-BFBGR,B
5447-WZAFP,A
5110-CHOPY,A
4425-OWHWB,A
7892-QVYKW,A
9675-ICXCT,A
4703-MQYKT,A
5692-ICXLW,B
0602-DDUML,B
2208-MPXIO,B
1960-UYCNN,B
3190-FZATL,A
7336-RLLRH,A
7710-JSYOA,A
9885-MFVSU,B
0607-MVMGC,A
3365-SAIGS,A
8022-BECSI,B
9993-LHIEB,B
0266-CLZKZ,A
7020-OZKXZ,A
3977-QCRSL,A
0017-DINOC,B
7639-OPLNG,A
1492-QGCLU,A
7328-OWMOM,A
4418-LZMSV,B
5155-AZQPB,B
1087-GRUYI,B
2546-KZAAT,A
0181-RITDD,A
5989-PGKJB,B
8272-ONJLV,A
1488-PBLJN,B
0308-GIQJT,B
3778-FOAQW,B
4452-ROHMO,B
3090-LETTY,B
5349-AZPEW,A
9720-JJJOR,A
8100-HZZLJ,A
8775-ERLNB,A
8309-IEYJD,A
7398-HPYZQ,B
3546-GHEAE,A
7361-YPXFS,A
6557-BZXLQ,A
2550-QHZGP,A
7519-JTWQH,A
2538-OIMXF,B
8543-MSDMF,A
1170-SASML,A
4872-JCVCA,A
5346-BZCHP,A
2038-LLMLM,A
1216-BGTSP,B
4138-NAXED,A
0744-BIKKF,A
7483-IQWIB,B
5248-KWLAR,B
7996-MHXLW,B
7833-PKIHD,B
7061-OVMIM,B
5153-RTHKF,B
1852-QSWCD,A
4832-VRBMR,B
9079-LWTFD,A
3392-EHMNK,B
5986-WWXDV,A
3061-BCKYI,B
7901-TBKJX,A
7228-PAQPD,A
7746-QYVCO,B
5804-HYIEZ,A
9919-FZDED,A
5934-TSSAU,A
3486-KHMLI,A
6784-XYJAE,B
3933-DQPWX,B
6661-EIPZC,A
8957-THMOA,B
2251-PYLPB,B
5555-RNPGT,B
1057-FOGLZ,A
8087-LGYHQ,A
4137-BTIKL,A
2190-BCXEC,A
6227-FBDXH,B
2911-WDXMV,A
7206-PQBBZ,B
4547-FZJWE,A
7422-WNBTY,A
0842-IWYCP,A
3521-HTQTV,A
3744-ZBHON,A
3373-DIUUN,B
8383-SGHJU,A
7607-QKKTJ,B
7707-PYBBH,A
8984-HPEMB,B
4139-DETXS,A
9779-DPNEJ,B
9805-FILKB,B
5793-YOLJN,A
0673-IGUQO,B
4123-FCVCB,A
8819-IMISP,B
8311-UEUAB,B
5858-EAFCZ,B
1163-ONYEY,B
5656-MJEFC,A
6082-OQFBA,B
8974-OVACP,A
4010-YLMVT,B
1379-FRVEB,A
8612-GXIDD,A
6288-CHQJB,A
8160-HOWOX,B
6648-INWPS,A
4223-BKEOR,A
4079-VTGLK,B
1763-WQFUK,B
1391-UBDAR,A
8894-JVDCV,B
2023-VQFDL,B
1345-GKDZZ,A
2014-MKGMH,B
5628-FCGYG,A
2560-WBWXF,B
0248-IPDFW,B
7978-DKUQH,B
4335-UPJSI,B
1784-EZDKJ,B
9297-FVVDH,B
8007-YYPWD,A
7101-HRBLJ,B
6635-CPNUN,B
5453-YBTWV,A
5039-LZRQT,A
2931-VUVJN,A
6418-PIQSP,B
8220-OCUFY,A
3995-WFCSM,B
1895-QTKDO,B
2038-OEQZH,A
1178-PZGAB,A
2626-VEEWG,B
2878-RMWXY,B
1657-DYMBM,B
7311-MQJCH,A
7375-WMVMT,B
1136-XGEQU,A
2530-FMFXO,A
6844-DZKRF,A
5970-GHJAW,A
8879-XUAHX,B
3689-MOZGR,A
4195-PNGZS,B
5003-XZWWO,A
7622-FWGEW,A
6922-NCEDI,A
9891-NQDBD,A
6131-IUNXN,B
8548-AWOFC,B
9798-DRYDS,B
8532-UEFWH,A
6296-DDOOR,A
7951-VRDVK,A
4815-YOSUK,B
0380-NEAVX,A
4365-MSDYN,A
7036-TYDEC,B
5802-ADBRC,A
8076-FEZKJ,B
5197-YPYBZ,A
4312-GVYNH,A
8495-LJDFO,B
0839-JTCUD,A
5494-WOZRZ,A
1302-UHBDD,B
2234-EOFPT,A
8619-IJNDK,A
8378-LKJAF,B
1153-GNOLC,A
3298-QEICA,A
0788-DXBFY,A
3597-YASZG,B
3496-LFSZU,B
5242-UOWHD,B
6479-SZPLM,A
8097-VBQTZ,A
4500-HKANN,A
9917-KWRBE,B
3420-ZDBMA,B
2212-LYASK,A
1393-IMKZG,B
8069-RHUXK,A
3398-GCPMU,A
2908-WGAXL,B
3378-AJRAO,B
1013-QCWAM,A
6050-FFXES,B
0362-RAOQO,A
9554-DFKIC,B
5527-ACHSO,B
0829-DDVLK,B
1399-UBQIU,B
1813-JLKWR,A
0336-PIKEI,A
7322-OCWHC,A
9537-VHDTA,B
4957-TIALW,A
2054-PJOCK,A
9150-HEPMB,A
9030-QGZNL,B
3126-WQMGH,B
7176-WRTNX,A
5732-IKGQH,A
9239-GZHZE,A
7205-BAIAD,A
0093-EXYQL,A
8064-RAVOH,B
0219-QAERP,B
9168-INPSZ,A
0015-UOCOJ,A
5334-AFQJB,B
2754-SDJRD,A
8963-JLGJT,B
1465-LNTLJ,B
2135-DQWAQ,B
4056-QHXHZ,A
7401-JIXNM,A
9339-FIIJL,B
4706-DGAHW,B
6670-MFRPK,B
6177-PEVRA,B
4813-HQMGZ,B
7579-KKLOE,A
8402-EIVQS,A
4947-DSMXK,B
7245-NIIWQ,B
0002-ORFBO,A
3324-OIRTO,A
5414-OFQCB,B
4967-WPNCF,B
8552-OBVRU,B
8499-BRXTD,A
9154-QDGTH,B
8197-BFWVU,A
2577-GVSIL,B
9367-OIUXP,A
6770-UAYGJ,A
6463-HHXJR,B
7928-VJYAB,B
1187-WILMM,B
9776-OJUZI,B
1306-RPWXZ,A
3097-PYWXL,A
2266-SJNAT,A
0869-PAPRP,A
4238-JSSWH,A
2972-YDYUW,B
1104-FEJAM,A
2809-ILCYT,B
5499-ECUTN,A
4981-FLTMF,B
9121-PHQSR,B
3113-IWHLC,B
4277-BWBML,A
0234-TEVTT,B
4304-TSPVK,A
1552-AAGRX,B
2637-FKFSY,A
9796-MVYXX,B
7874-ECPQJ,A
0020-INWCK,B
7089-RKVSZ,A
2683-JXWQQ,A
9548-ZMVTX,A
8739-XNIKG,B
9755-JHNMN,A
3981-QSVQI,B
2789-HQBOU,A
9424-CMPOG,B
5067-WJEUN,B
3450-WXOAT,A
9251-WNSOD,A
6974-DAFLI,A
2616-UUTFK,B
7064-JHXCE,A
7989-AWGEH,B
4373-VVHQL,A
4559-UWIHT,A
7268-IGMFD,B
6650-BWFRT,B
9570-KYEUA,A
6993-YGFJV,A
2712-SYWAY,B
0730-BGQGF,A
5498-IBWPI,B
9101-NTIXF,B
0013-SMEOE,B
9314-QDMDW,A
9308-ANMVE,A
3413-DHLPB,A
7649-PHJVR,A
6114-TCFID,A
3787-TRIAL,A
2573-GYRUU,B
5156-UMKOW,B
1247-QBVSH,A
6734-GMPVK,A
9822-OAOVB,A
6161-ERDGD,B
1226-JZNKR,B
7318-EIVKO,B
3771-PZOBW,B
8231-BSWXX,A
6486-LHTMA,A
4083-BFNYK,A
7389-KBFIT,A
7176-WIONM,A
5141-ZUVBH,B
1089-HDMKP,B
7623-HKYRK,A
0310-SUCIN,A
5197-PYEPU,A
6619-RPLQZ,A
3275-RHRNE,A
3503-TYDAY,A
6901-GOGZG,A
7021-XSNYE,B
9621-OUPYD,A
8982-NHAVY,B
4307-KWMXE,B
0141-YEAYS,A
2450-ZKEED,A
3694-DELSO,B
3893-JRNFS,A
9603-OAIHC,A
1133-KXCGE,A
0142-GVYSN,B
1049-FYSYG,B
8406-LNMHF,B
1821-BUCWY,B
0023-UYUPN,A
8314-DPQHL,B
1465-WCZVT,B
9481-SFCQY,B
6360-SVNWV,A
0567-GGCAC,B
8884-MRNSU,B
2171-UDMFD,A
9050-IKDZA,A
9802-CAQUT,B
0187-WZNAB,A
1475-VWVDO,B
1357-MVDOZ,A
7602-MVRMB,B
1197-BVMVG,B
5406-KGRMX,A
5968-HYJRZ,B
5198-EFNBM,A
7516-GMHUV,A
7140-ADSMJ,A
2230-XTUWL,B
7706-YLMQA,A
2585-KTFRE,B
7994-UYIVZ,B
7717-BICXI,B
6559-RAKOZ,B
4716-MRVEN,B
2143-LJULT,B
3200-MNQTF,B
6164-HXUGH,B
5630-IXDXV,A
0320-DWVTU,B
9135-MGVPY,B
1212-GLHMD,A
7878-JGDKK,B
1088-AUUZZ,B
6614-YWYSC,A
9588-OZDMQ,B
6476-EPYZR,B
1174-FGIFN,B
6620-HVDUJ,B
1032-MAELW,B
7641-TQFHN,A
1552-TKMXS,B
8622-ZLFKO,B
6188-UXBBR,B
2333-KWEWW,A
5702-SKUOB,A
1134-YWTYF,A
6061-GWWAV,A
0679-TDGAK,B
6585-WCEWR,A
9067-YGSCA,B
9067-SQTNS,A
1776-SPBWV,A
8735-SDUFN,A
9668-PUGNU,A
9405-GPBBG,B
1926-QUZNN,A
7016-NVRIC,B
5829-NVSQN,A
9565-AXSMR,A
8869-LIHMK,A
0447-RXSGD,B
4927-WWOOZ,A
5788-YPOEG,A
0661-KBKPA,B
9081-WWXKP,B
0784-ZQJZX,B
3133-PZNSR,A
0722-SVSFK,A
3612-YVGSJ,B
9825-YCXWZ,A
5397-NSKQG,B
8565-HBFNN,B
2000-DHJUY,A
8670-ERCJH,B
7758-UJWYS,A
2050-ONYDQ,A
7055-JCGNI,B
0739-UUAJR,A
4826-DXMUP,A
7285-KLOTR,B
0654-PQKDW,A
7175-NTIXE,A
7963-SHNDT,B
9796-BPKIW,A
0188-GWFLE,A
8129-GMVGI,A
2882-DDZPG,B
3547-LQRIK,B
9137-NOQKA,A
5843-TTHGI,A
1849-RJYIG,B
8868-GAGIO,B
4061-UKJWL,B
5380-XPJNZ,B
8263-QMNTJ,B
3230-JCNZS,B
0277-ORXQS,B
7996-BPXHY,B
3227-WLKLI,B
2266-FUBDZ,B
8237-ULIXL,A
8216-AZUUZ,A
9153-BTBVV,B
5186-PEIZU,B
1074-AMIOH,A
4361-FEBGN,A
7748-UMTRK,B
0380-ZCSBI,A
7145-FEJWU,B
6463-MVYRY,A
3969-JQABI,A
9624-EGDEQ,B
1051-EQPZR,A
5849-ASHZJ,B
5780-INQIK,A
4526-ZJJTM,A
8384-FZBJK,A
3750-RNQKR,B
0962-CQPWQ,B
3096-YXENJ,A
1265-BCFEO,A
5837-LXSDN,A
5945-AZYHT,B
8325-QRPZR,B
6384-VMJHP,B
2262-SLNVK,A
7730-CLDSV,B
1135-HIORI,A
0164-APGRB,A
6481-ESCNL,A
